time	line	instance	edges	omega	degree	minloops	maxloops	pimin	lambda	[lambda>0]	mix	leigen	ueigen	ucanon
(1h:14m:25s)	8237	4,4,4,4,1,0;4,3,3,3,2,2	17	1296	441	416	419	1/1296	0.985998	1	465	218.804	1005.17	8204.14
(1h:14m:35s)	8238	4,4,4,4,1,0;3,3,3,3,3,2	17	2580	441	415	415	1/2580	0.981771	1	403	167.353	809.886	8963.45
(1h:14m:35s)	8239	6,5,2,2,2,0;6,5,2,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8240	6,5,2,2,2,0;6,4,3,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8241	6,5,2,2,2,0;5,5,3,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8242	6,5,2,2,2,0;5,4,4,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8243	6,5,2,2,2,0;6,3,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8244	6,5,2,2,2,0;5,4,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8245	6,5,2,2,2,0;4,4,4,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8246	6,5,2,2,2,0;5,3,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8247	6,5,2,2,2,0;4,4,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8248	6,5,2,2,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8249	6,5,2,2,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8250	6,5,2,2,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8251	6,5,2,2,2,0;5,5,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8252	6,5,2,2,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8253	6,5,2,2,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8254	6,5,2,2,2,0;5,5,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8255	6,5,2,2,2,0;5,4,4,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8256	6,5,2,2,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8257	6,5,2,2,2,0;5,4,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8258	6,5,2,2,2,0;4,4,4,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8259	6,5,2,2,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8260	6,5,2,2,2,0;5,5,2,2,2,1	17	1	441	441	441	1	NA	NA	0	NA	NA	NA
(1h:14m:35s)	8261	6,5,2,2,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8262	6,5,2,2,2,0;5,4,3,2,2,1	17	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(1h:14m:35s)	8263	6,5,2,2,2,0;4,4,4,2,2,1	17	6	441	438	438	1/6	0.993197	1	953	453.666	1278.83	3197.07
(1h:14m:35s)	8264	6,5,2,2,2,0;5,3,3,3,2,1	17	6	441	438	438	1/6	0.993197	1	953	453.666	1278.83	3197.07
(1h:14m:35s)	8265	6,5,2,2,2,0;4,4,3,3,2,1	17	15	441	433	433	1/15	0.99093	1	714	339.473	1060.14	2544.34
(1h:14m:35s)	8266	6,5,2,2,2,0;4,3,3,3,3,1	17	36	441	432	432	1/36	0.988662	1	609	270.957	925.33	4498.13
(1h:14m:35s)	8267	6,5,2,2,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8268	6,5,2,2,2,0;5,4,2,2,2,2	17	13	441	435	435	1/13	0.99093	1	715	339.473	1044.37	2249.4
(1h:14m:35s)	8269	6,5,2,2,2,0;5,3,3,2,2,2	17	24	441	434	434	1/24	0.991848	1	798	378.08	1237.27	5003.82
(1h:14m:35s)	8270	6,5,2,2,2,0;4,4,3,2,2,2	17	57	441	429	431	1/57	0.989945	1	648	305.914	1089.06	4659.86
(1h:14m:35s)	8271	6,5,2,2,2,0;4,3,3,3,2,2	17	123	441	428	428	1/123	0.988662	1	579	270.957	1033.7	5462.64
(1h:14m:35s)	8272	6,5,2,2,2,0;3,3,3,3,3,2	17	270	441	425	425	1/270	0.986395	1	506	225.28	919.204	6352.72
(1h:14m:35s)	8273	6,4,3,2,2,0;6,4,3,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8274	6,4,3,2,2,0;5,5,3,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8275	6,4,3,2,2,0;5,4,4,2,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8276	6,4,3,2,2,0;6,3,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8277	6,4,3,2,2,0;5,4,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8278	6,4,3,2,2,0;4,4,4,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8279	6,4,3,2,2,0;5,3,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8280	6,4,3,2,2,0;4,4,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8281	6,4,3,2,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8282	6,4,3,2,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8283	6,4,3,2,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8284	6,4,3,2,2,0;5,5,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8285	6,4,3,2,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8286	6,4,3,2,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8287	6,4,3,2,2,0;5,5,3,2,1,1	17	1	441	441	441	1	NA	NA	0	NA	NA	NA
(1h:14m:35s)	8288	6,4,3,2,2,0;5,4,4,2,1,1	17	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(1h:14m:35s)	8289	6,4,3,2,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8290	6,4,3,2,2,0;5,4,3,3,1,1	17	5	441	438	438	1/5	0.993197	1	912	453.666	1252.03	2253.65
(1h:14m:35s)	8291	6,4,3,2,2,0;4,4,4,3,1,1	17	12	441	435	435	1/12	0.991616	1	790	367.528	1120.34	3106.62
(1h:14m:35s)	8292	6,4,3,2,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:35s)	8293	6,4,3,2,2,0;5,5,2,2,2,1	17	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(1h:14m:35s)	8294	6,4,3,2,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:36s)	8295	6,4,3,2,2,0;5,4,3,2,2,1	17	13	441	435	436	1/13	0.992447	1	878	408.287	1254.15	3213.43
(1h:14m:36s)	8296	6,4,3,2,2,0;4,4,4,2,2,1	17	30	441	432	434	1/30	0.992203	1	825	395.422	1322.18	4697.79
(1h:14m:36s)	8297	6,4,3,2,2,0;5,3,3,3,2,1	17	27	441	433	433	1/27	0.99028	1	701	316.562	1049.71	4666.44
(1h:14m:36s)	8298	6,4,3,2,2,0;4,4,3,3,2,1	17	65	441	428	430	1/65	0.989703	1	635	298.672	1076.29	4436.1
(1h:14m:36s)	8299	6,4,3,2,2,0;4,3,3,3,3,1	17	136	441	426	428	1/136	0.987147	1	519	238.653	919.672	5941.06
(1h:14m:36s)	8300	6,4,3,2,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:36s)	8301	6,4,3,2,2,0;5,4,2,2,2,2	17	34	441	433	433	1/34	0.99093	1	700	339.473	1150.36	3654.09
(1h:14m:36s)	8302	6,4,3,2,2,0;5,3,3,2,2,2	17	68	441	430	431	1/68	0.989309	1	631	287.542	1040.82	4907.12
(1h:14m:36s)	8303	6,4,3,2,2,0;4,4,3,2,2,2	17	164	441	423	428	1/164	0.988315	1	580	262.819	1027.62	5392.23
(1h:14m:37s)	8304	6,4,3,2,2,0;4,3,3,3,2,2	17	341	441	421	423	1/341	0.986364	1	499	224.773	934.285	6524.34
(1h:14m:38s)	8305	6,4,3,2,2,0;3,3,3,3,3,2	17	710	441	420	421	1/710	0.984399	1	433	196.069	863.613	8929.14
(1h:14m:38s)	8306	5,5,3,2,2,0;5,5,3,2,2,0	17	1	441	441	441	1	NA	NA	0	NA	NA	NA
(1h:14m:38s)	8307	5,5,3,2,2,0;5,4,4,2,2,0	17	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(1h:14m:38s)	8308	5,5,3,2,2,0;6,3,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8309	5,5,3,2,2,0;5,4,3,3,2,0	17	5	441	438	438	1/5	0.993197	1	912	453.666	1252.03	2253.65
(1h:14m:38s)	8310	5,5,3,2,2,0;4,4,4,3,2,0	17	12	441	435	435	1/12	0.991616	1	790	367.528	1120.34	3106.62
(1h:14m:38s)	8311	5,5,3,2,2,0;5,3,3,3,3,0	17	12	441	436	436	1/12	0.99093	1	759	339.473	1035.54	3106.62
(1h:14m:38s)	8312	5,5,3,2,2,0;4,4,3,3,3,0	17	31	441	431	431	1/31	0.989506	1	636	293.004	985.52	3383.75
(1h:14m:38s)	8313	5,5,3,2,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8314	5,5,3,2,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8315	5,5,3,2,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8316	5,5,3,2,2,0;5,5,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8317	5,5,3,2,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8318	5,5,3,2,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8319	5,5,3,2,2,0;5,5,3,2,1,1	17	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(1h:14m:38s)	8320	5,5,3,2,2,0;5,4,4,2,1,1	17	4	441	439	439	1/4	0.995465	1	1368	682.053	1828.84	2743.26
(1h:14m:38s)	8321	5,5,3,2,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8322	5,5,3,2,2,0;5,4,3,3,1,1	17	10	441	437	437	1/10	0.995465	1	1368	682.053	2030.88	4061.76
(1h:14m:38s)	8323	5,5,3,2,2,0;4,4,4,3,1,1	17	24	441	434	434	1/24	0.995465	1	1368	682.053	2223.92	5374.48
(1h:14m:38s)	8324	5,5,3,2,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8325	5,5,3,2,2,0;5,5,2,2,2,1	17	7	441	435	437	1/7	0.993197	1	911	453.666	1301.49	2788.9
(1h:14m:38s)	8326	5,5,3,2,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:38s)	8327	5,5,3,2,2,0;5,4,3,2,2,1	17	31	441	430	434	1/31	0.992611	1	868	417.439	1399.66	6620.38
(1h:14m:38s)	8328	5,5,3,2,2,0;4,4,4,2,2,1	17	72	441	427	432	1/72	0.99246	1	840	409.019	1483.41	6507.94
(1h:14m:38s)	8329	5,5,3,2,2,0;5,3,3,3,2,1	17	66	441	428	432	1/66	0.992066	1	801	388.519	1398.65	5709.62
(1h:14m:38s)	8330	5,5,3,2,2,0;4,4,3,3,2,1	17	161	441	423	426	1/161	0.991871	1	781	379.144	1474.87	7651.69
(1h:14m:39s)	8331	5,5,3,2,2,0;4,3,3,3,3,1	17	352	441	421	423	1/352	0.990749	1	673	332.776	1380.52	8528.27
(1h:14m:39s)	8332	5,5,3,2,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:39s)	8333	5,5,3,2,2,0;5,4,2,2,2,2	17	76	441	430	430	1/76	0.99093	1	689	339.473	1239.04	5151.81
(1h:14m:39s)	8334	5,5,3,2,2,0;5,3,3,2,2,2	17	153	441	427	429	1/153	0.988725	1	590	272.475	1058.78	6572.33
(1h:14m:40s)	8335	5,5,3,2,2,0;4,4,3,2,2,2	17	366	441	422	423	1/366	0.988112	1	564	258.282	1077.62	6976.83
(1h:14m:41s)	8336	5,5,3,2,2,0;4,3,3,3,2,2	17	759	441	420	422	1/759	0.986153	1	497	221.301	977.837	7536.56
(1h:14m:45s)	8337	5,5,3,2,2,0;3,3,3,3,3,2	17	1560	441	415	417	1/1560	0.984303	1	438	194.853	908.49	10130.5
(1h:14m:45s)	8338	5,4,4,2,2,0;5,4,4,2,2,0	17	4	441	439	439	1/4	0.995465	1	1368	682.053	1828.84	2743.26
(1h:14m:45s)	8339	5,4,4,2,2,0;6,3,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8340	5,4,4,2,2,0;5,4,3,3,2,0	17	12	441	434	436	1/12	0.992808	1	898	428.956	1306.03	3796.98
(1h:14m:45s)	8341	5,4,4,2,2,0;4,4,4,3,2,0	17	30	441	431	433	1/30	0.992203	1	817	395.422	1322.18	4697.79
(1h:14m:45s)	8342	5,4,4,2,2,0;5,3,3,3,3,0	17	28	441	433	433	1/28	0.988941	1	605	277.875	925.963	2903.03
(1h:14m:45s)	8343	5,4,4,2,2,0;4,4,3,3,3,0	17	68	441	430	430	1/68	0.989481	1	618	292.28	1057.78	4401.98
(1h:14m:45s)	8344	5,4,4,2,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8345	5,4,4,2,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8346	5,4,4,2,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8347	5,4,4,2,2,0;5,5,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8348	5,4,4,2,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8349	5,4,4,2,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:45s)	8350	5,4,4,2,2,0;5,5,3,2,1,1	17	5	441	438	438	1/5	0.993197	1	912	453.666	1252.03	2253.65
(1h:14m:46s)	8351	5,4,4,2,2,0;5,4,4,2,1,1	17	10	441	437	437	1/10	0.995465	1	1368	682.053	2030.88	4061.76
(1h:14m:46s)	8352	5,4,4,2,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:46s)	8353	5,4,4,2,2,0;5,4,3,3,1,1	17	29	441	430	434	1/29	0.99259	1	870	416.258	1386.73	4687.55
(1h:14m:46s)	8354	5,4,4,2,2,0;4,4,4,3,1,1	17	72	441	427	431	1/72	0.99246	1	836	409.019	1483.41	6233.92
(1h:14m:46s)	8355	5,4,4,2,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:46s)	8356	5,4,4,2,2,0;5,5,2,2,2,1	17	12	441	435	435	1/12	0.991616	1	790	367.528	1120.34	3106.62
(1h:14m:46s)	8357	5,4,4,2,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:46s)	8358	5,4,4,2,2,0;5,4,3,2,2,1	17	60	441	429	432	1/60	0.992058	1	801	388.145	1385.32	5417.98
(1h:14m:46s)	8359	5,4,4,2,2,0;4,4,4,2,2,1	17	144	441	426	428	1/144	0.990827	1	720	335.641	1294.86	6838.51
(1h:14m:46s)	8360	5,4,4,2,2,0;5,3,3,3,2,1	17	132	441	424	428	1/132	0.989479	1	615	292.244	1120.7	6263.2
(1h:14m:46s)	8361	5,4,4,2,2,0;4,4,3,3,2,1	17	320	441	417	426	1/320	0.989224	1	617	285.258	1176.37	6865.4
(1h:14m:47s)	8362	5,4,4,2,2,0;4,3,3,3,3,1	17	668	441	418	422	1/668	0.987845	1	522	252.522	1103.37	8650.71
(1h:14m:47s)	8363	5,4,4,2,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:14m:48s)	8364	5,4,4,2,2,0;5,4,2,2,2,2	17	126	441	427	429	1/126	0.99093	1	689	339.473	1294.78	7193.22
(1h:14m:48s)	8365	5,4,4,2,2,0;5,3,3,2,2,2	17	264	441	424	426	1/264	0.987202	1	533	239.697	975.474	6819.08
(1h:14m:49s)	8366	5,4,4,2,2,0;4,4,3,2,2,2	17	636	441	417	421	1/636	0.98803	1	557	256.489	1116.39	7718.43
(1h:14m:52s)	8367	5,4,4,2,2,0;4,3,3,3,2,2	17	1308	441	416	418	1/1308	0.985936	1	476	217.825	1001.39	8081.96
(1h:15m:02s)	8368	5,4,4,2,2,0;3,3,3,3,3,2	17	2635	441	411	416	1/2635	0.983531	1	418	185.564	897.689	9499.04
(1h:15m:02s)	8369	6,3,3,3,2,0;6,3,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8370	6,3,3,3,2,0;5,4,3,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8371	6,3,3,3,2,0;4,4,4,3,2,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8372	6,3,3,3,2,0;5,3,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8373	6,3,3,3,2,0;4,4,3,3,3,0	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8374	6,3,3,3,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8375	6,3,3,3,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8376	6,3,3,3,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8377	6,3,3,3,2,0;5,5,4,1,1,1	17	1	441	441	441	1	NA	NA	0	NA	NA	NA
(1h:15m:02s)	8378	6,3,3,3,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8379	6,3,3,3,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8380	6,3,3,3,2,0;5,5,3,2,1,1	17	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(1h:15m:02s)	8381	6,3,3,3,2,0;5,4,4,2,1,1	17	7	441	435	437	1/7	0.993197	1	911	453.666	1301.49	2788.9
(1h:15m:02s)	8382	6,3,3,3,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8383	6,3,3,3,2,0;5,4,3,3,1,1	17	12	441	435	436	1/12	0.991616	1	790	367.528	1120.34	4487.34
(1h:15m:02s)	8384	6,3,3,3,2,0;4,4,4,3,1,1	17	27	441	433	434	1/27	0.990322	1	707	317.965	1054.32	3499.83
(1h:15m:02s)	8385	6,3,3,3,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8386	6,3,3,3,2,0;5,5,2,2,2,1	17	6	441	438	438	1/6	0.993197	1	953	453.666	1278.83	3197.07
(1h:15m:02s)	8387	6,3,3,3,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:02s)	8388	6,3,3,3,2,0;5,4,3,2,2,1	17	27	441	433	433	1/27	0.99028	1	701	316.562	1049.71	3833.15
(1h:15m:02s)	8389	6,3,3,3,2,0;4,4,4,2,2,1	17	64	441	423	427	1/64	0.989357	1	624	288.84	1039.77	4270.34
(1h:15m:02s)	8390	6,3,3,3,2,0;5,3,3,3,2,1	17	51	441	429	432	1/51	0.987771	1	577	250.992	886.404	4592.79
(1h:15m:02s)	8391	6,3,3,3,2,0;4,4,3,3,2,1	17	120	441	425	428	1/120	0.987676	1	548	249.018	948.946	5415.48
(1h:15m:03s)	8392	6,3,3,3,2,0;4,3,3,3,3,1	17	234	441	421	424	1/234	0.985445	1	473	210.383	849.418	7222.89
(1h:15m:03s)	8393	6,3,3,3,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:03s)	8394	6,3,3,3,2,0;5,4,2,2,2,2	17	60	441	430	432	1/60	0.989197	1	653	284.538	1018.47	4609.33
(1h:15m:03s)	8395	6,3,3,3,2,0;5,3,3,2,2,2	17	117	441	427	428	1/117	0.987599	1	543	247.46	941.042	4838.53
(1h:15m:03s)	8396	6,3,3,3,2,0;4,4,3,2,2,2	17	282	441	421	425	1/282	0.986397	1	507	225.316	922.548	5593.28
(1h:15m:04s)	8397	6,3,3,3,2,0;4,3,3,3,2,2	17	555	441	417	420	1/555	0.984237	1	445	194.014	839.077	7220.29
(1h:15m:07s)	8398	6,3,3,3,2,0;3,3,3,3,3,2	17	1110	441	417	418	1/1110	0.981695	1	396	166.645	760.444	8411.63
(1h:15m:07s)	8399	5,4,3,3,2,0;5,4,3,3,2,0	17	24	441	433	434	1/24	0.99093	1	732	339.473	1111.96	4077.19
(1h:15m:07s)	8400	5,4,3,3,2,0;4,4,4,3,2,0	17	58	441	426	432	1/58	0.989739	1	653	299.729	1068.95	4169.81
(1h:15m:07s)	8401	5,4,3,3,2,0;5,3,3,3,3,0	17	48	441	430	432	1/48	0.988941	1	606	277.875	974.702	6139.96
(1h:15m:07s)	8402	5,4,3,3,2,0;4,4,3,3,3,0	17	117	441	425	429	1/117	0.987417	1	540	243.829	927.406	4970.49
(1h:15m:07s)	8403	5,4,3,3,2,0;6,6,2,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8404	5,4,3,3,2,0;6,5,3,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8405	5,4,3,3,2,0;6,4,4,1,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8406	5,4,3,3,2,0;5,5,4,1,1,1	17	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(1h:15m:07s)	8407	5,4,3,3,2,0;6,5,2,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8408	5,4,3,3,2,0;6,4,3,2,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8409	5,4,3,3,2,0;5,5,3,2,1,1	17	13	441	435	436	1/13	0.992447	1	878	408.287	1254.15	3213.43
(1h:15m:07s)	8410	5,4,3,3,2,0;5,4,4,2,1,1	17	31	441	430	434	1/31	0.992611	1	868	417.439	1399.66	4560.71
(1h:15m:07s)	8411	5,4,3,3,2,0;6,3,3,3,1,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:07s)	8412	5,4,3,3,2,0;5,4,3,3,1,1	17	60	441	429	432	1/60	0.992058	1	801	388.145	1385.32	5579.71
(1h:15m:08s)	8413	5,4,3,3,2,0;4,4,4,3,1,1	17	143	441	422	430	1/143	0.9919	1	786	380.52	1465.54	7468.02
(1h:15m:08s)	8414	5,4,3,3,2,0;6,4,2,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:08s)	8415	5,4,3,3,2,0;5,5,2,2,2,1	17	27	441	433	433	1/27	0.99028	1	701	316.562	1049.71	4666.44
(1h:15m:08s)	8416	5,4,3,3,2,0;6,3,3,2,2,1	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:08s)	8417	5,4,3,3,2,0;5,4,3,2,2,1	17	123	441	427	428	1/123	0.989698	1	643	298.52	1137.66	5840.82
(1h:15m:08s)	8418	5,4,3,3,2,0;4,4,4,2,2,1	17	293	441	417	426	1/293	0.989248	1	614	285.892	1170.76	6536.49
(1h:15m:08s)	8419	5,4,3,3,2,0;5,3,3,3,2,1	17	237	441	423	424	1/237	0.988832	1	578	275.129	1108.16	7737.55
(1h:15m:09s)	8420	5,4,3,3,2,0;4,4,3,3,2,1	17	567	441	416	424	1/567	0.988552	1	567	268.332	1157.29	7965.06
(1h:15m:11s)	8421	5,4,3,3,2,0;4,3,3,3,3,1	17	1100	441	417	418	1/1100	0.987315	1	506	241.842	1096.59	8543.92
(1h:15m:11s)	8422	5,4,3,3,2,0;6,3,2,2,2,2	17	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(1h:15m:11s)	8423	5,4,3,3,2,0;5,4,2,2,2,2	17	244	441	424	426	1/244	0.988161	1	540	259.358	1047.81	7129.68
(1h:15m:12s)	8424	5,4,3,3,2,0;5,3,3,2,2,2	17	467	441	419	423	1/467	0.985771	1	483	215.267	917.411	6545.8
(1h:15m:14s)	8425	5,4,3,3,2,0;4,4,3,2,2,2	17	1115	441	415	419	1/1115	0.985676	1	472	213.824	972.108	7880.95
(1h:15m:21s)	8426	5,4,3,3,2,0;4,3,3,3,2,2	17	2143	441	414	415	1/2143	0.983927	1	429	190.212	906.945	8396.7
(1h:15m:46s)	8427	5,4,3,3,2,0;3,3,3,3,3,2	17	4120	441	410	413	1/4120	0.982254	1	388	171.991	858.298	12103.7
(1h:15m:46s)	8428	4,4,4,3,2,0;4,4,4,3,2,0	17	141	441	424	427	1/141	0.988571	1	601	268.76	1037.36	5228.72
(1h:15m:46s)	8429	4,4,4,3,2,0;5,3,3,3,3,0	17	108	441	429	429	1/108	0.987785	1	551	251.27	948.8	5442.42
(1h:15m:46s)	8430	4,4,4,3,2,0;4,4,3,3,3,0	17	258	441	424	427	1/258	0.98724	1	530	240.409	976.535	6389.74
