time	line	instance	edges	omega	degree	minloops	maxloops	pimin	lambda	[lambda>0]	mix	leigen	ueigen	ucanon
(6h:36m:07s)	3664	6,4,2,2,0,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3665	6,4,2,2,0,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3666	6,4,2,2,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3667	6,4,2,2,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3668	6,4,2,2,0,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3669	6,4,2,2,0,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3670	6,4,2,2,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3671	6,4,2,2,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3672	6,4,2,2,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3673	6,4,2,2,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3674	6,4,2,2,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3675	6,4,2,2,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3676	6,4,2,2,0,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3677	6,4,2,2,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3678	6,4,2,2,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3679	6,4,2,2,0,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3680	6,4,2,2,0,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3681	6,4,2,2,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3682	6,4,2,2,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3683	6,4,2,2,0,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3684	6,4,2,2,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3685	6,4,2,2,0,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3686	6,4,2,2,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3687	5,5,2,2,0,0;5,5,2,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3688	5,5,2,2,0,0;6,3,3,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3689	5,5,2,2,0,0;5,4,3,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3690	5,5,2,2,0,0;4,4,4,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3691	5,5,2,2,0,0;5,3,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3692	5,5,2,2,0,0;4,4,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3693	5,5,2,2,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3694	5,5,2,2,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3695	5,5,2,2,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3696	5,5,2,2,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3697	5,5,2,2,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3698	5,5,2,2,0,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3699	5,5,2,2,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3700	5,5,2,2,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3701	5,5,2,2,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3702	5,5,2,2,0,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3703	5,5,2,2,0,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3704	5,5,2,2,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3705	5,5,2,2,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3706	5,5,2,2,0,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3707	5,5,2,2,0,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3708	5,5,2,2,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3709	5,5,2,2,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3710	5,5,2,2,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3711	5,5,2,2,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3712	5,5,2,2,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3713	5,5,2,2,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3714	5,5,2,2,0,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3715	5,5,2,2,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3716	5,5,2,2,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3717	5,5,2,2,0,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3718	5,5,2,2,0,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3719	5,5,2,2,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3720	5,5,2,2,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3721	5,5,2,2,0,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3722	5,5,2,2,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3723	5,5,2,2,0,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3724	5,5,2,2,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3725	6,3,3,2,0,0;6,3,3,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3726	6,3,3,2,0,0;5,4,3,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3727	6,3,3,2,0,0;4,4,4,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3728	6,3,3,2,0,0;5,3,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3729	6,3,3,2,0,0;4,4,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3730	6,3,3,2,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3731	6,3,3,2,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3732	6,3,3,2,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3733	6,3,3,2,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3734	6,3,3,2,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3735	6,3,3,2,0,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3736	6,3,3,2,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3737	6,3,3,2,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3738	6,3,3,2,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3739	6,3,3,2,0,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3740	6,3,3,2,0,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3741	6,3,3,2,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3742	6,3,3,2,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3743	6,3,3,2,0,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3744	6,3,3,2,0,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3745	6,3,3,2,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3746	6,3,3,2,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3747	6,3,3,2,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3748	6,3,3,2,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3749	6,3,3,2,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3750	6,3,3,2,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3751	6,3,3,2,0,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3752	6,3,3,2,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3753	6,3,3,2,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3754	6,3,3,2,0,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3755	6,3,3,2,0,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3756	6,3,3,2,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3757	6,3,3,2,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3758	6,3,3,2,0,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3759	6,3,3,2,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3760	6,3,3,2,0,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3761	6,3,3,2,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3762	5,4,3,2,0,0;5,4,3,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3763	5,4,3,2,0,0;4,4,4,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3764	5,4,3,2,0,0;5,3,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3765	5,4,3,2,0,0;4,4,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3766	5,4,3,2,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3767	5,4,3,2,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3768	5,4,3,2,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3769	5,4,3,2,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3770	5,4,3,2,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3771	5,4,3,2,0,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3772	5,4,3,2,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3773	5,4,3,2,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3774	5,4,3,2,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3775	5,4,3,2,0,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3776	5,4,3,2,0,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3777	5,4,3,2,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3778	5,4,3,2,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3779	5,4,3,2,0,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3780	5,4,3,2,0,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3781	5,4,3,2,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3782	5,4,3,2,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3783	5,4,3,2,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3784	5,4,3,2,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3785	5,4,3,2,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3786	5,4,3,2,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3787	5,4,3,2,0,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3788	5,4,3,2,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3789	5,4,3,2,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3790	5,4,3,2,0,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3791	5,4,3,2,0,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3792	5,4,3,2,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3793	5,4,3,2,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3794	5,4,3,2,0,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3795	5,4,3,2,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3796	5,4,3,2,0,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3797	5,4,3,2,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3798	4,4,4,2,0,0;4,4,4,2,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3799	4,4,4,2,0,0;5,3,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3800	4,4,4,2,0,0;4,4,3,3,0,0	14	1	441	441	441	1	NA	NA	0	NA	NA	NA
(6h:36m:07s)	3801	4,4,4,2,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3802	4,4,4,2,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3803	4,4,4,2,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3804	4,4,4,2,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3805	4,4,4,2,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3806	4,4,4,2,0,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3807	4,4,4,2,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3808	4,4,4,2,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3809	4,4,4,2,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:07s)	3810	4,4,4,2,0,0;4,4,3,2,1,0	14	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(6h:36m:08s)	3811	4,4,4,2,0,0;4,3,3,3,1,0	14	10	441	432	436	1/10	0.99093	1	745	339.473	1015.44	3655.58
(6h:36m:08s)	3812	4,4,4,2,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3813	4,4,4,2,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3814	4,4,4,2,0,0;4,4,2,2,2,0	14	6	441	438	438	1/6	0.993197	1	953	453.666	1278.83	3197.07
(6h:36m:08s)	3815	4,4,4,2,0,0;4,3,3,2,2,0	14	18	441	433	435	1/18	0.991774	1	792	374.629	1191.1	3600.81
(6h:36m:08s)	3816	4,4,4,2,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3817	4,4,4,2,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3818	4,4,4,2,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3819	4,4,4,2,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3820	4,4,4,2,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:08s)	3821	4,4,4,2,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:09s)	3822	4,4,4,2,0,0;4,4,3,1,1,1	14	6	441	438	438	1/6	0.993197	1	953	453.666	1278.83	3197.07
(6h:36m:09s)	3823	4,4,4,2,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:09s)	3824	4,4,4,2,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:09s)	3825	4,4,4,2,0,0;4,4,2,2,1,1	14	15	441	433	433	1/15	0.99093	1	714	339.473	1060.14	2544.34
(6h:36m:09s)	3826	4,4,4,2,0,0;4,3,3,2,1,1	14	42	441	430	432	1/42	0.99093	1	703	339.473	1173.66	4582.86
(6h:36m:09s)	3827	4,4,4,2,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:09s)	3828	4,4,4,2,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:09s)	3829	4,4,4,2,0,0;4,3,2,2,2,1	14	87	441	427	429	1/87	0.988531	1	577	267.831	991.715	4900.48
(6h:36m:09s)	3830	4,4,4,2,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3831	4,4,4,2,0,0;4,2,2,2,2,2	14	180	441	426	426	1/180	0.986006	1	501	218.93	864.677	6551.93
(6h:36m:10s)	3832	4,4,4,2,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3833	5,3,3,3,0,0;5,3,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3834	5,3,3,3,0,0;4,4,3,3,0,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3835	5,3,3,3,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3836	5,3,3,3,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3837	5,3,3,3,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3838	5,3,3,3,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3839	5,3,3,3,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3840	5,3,3,3,0,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3841	5,3,3,3,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3842	5,3,3,3,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3843	5,3,3,3,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3844	5,3,3,3,0,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3845	5,3,3,3,0,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3846	5,3,3,3,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3847	5,3,3,3,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3848	5,3,3,3,0,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3849	5,3,3,3,0,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3850	5,3,3,3,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3851	5,3,3,3,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3852	5,3,3,3,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3853	5,3,3,3,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3854	5,3,3,3,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3855	5,3,3,3,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3856	5,3,3,3,0,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3857	5,3,3,3,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3858	5,3,3,3,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3859	5,3,3,3,0,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3860	5,3,3,3,0,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3861	5,3,3,3,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3862	5,3,3,3,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3863	5,3,3,3,0,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3864	5,3,3,3,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3865	5,3,3,3,0,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3866	5,3,3,3,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3867	4,4,3,3,0,0;4,4,3,3,0,0	14	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
